CRASH_UNIT_ID,CRASH_RECORD_ID,CRASH_DATE,UNIT_NO,UNIT_TYPE,NUM_PASSENGERS,VEHICLE_ID,CMRC_VEH_I,MAKE,MODEL,LIC_PLATE_STATE,VEHICLE_YEAR,VEHICLE_DEFECT,VEHICLE_TYPE,VEHICLE_USE,TRAVEL_DIRECTION,MANEUVER,TOWED_I,FIRE_I,OCCUPANT_CNT,EXCEED_SPEED_LIMIT_I,TOWED_BY,TOWED_TO,AREA_00_I,AREA_01_I,AREA_02_I,AREA_03_I,AREA_04_I,AREA_05_I,AREA_06_I,AREA_07_I,AREA_08_I,AREA_09_I,AREA_10_I,AREA_11_I,AREA_12_I,AREA_99_I,FIRST_CONTACT_POINT,CMV_ID,USDOT_NO,CCMC_NO,ILCC_NO,COMMERCIAL_SRC,GVWR,CARRIER_NAME,CARRIER_STATE,CARRIER_CITY,HAZMAT_PLACARDS_I,HAZMAT_NAME,UN_NO,HAZMAT_PRESENT_I,HAZMAT_REPORT_I,HAZMAT_REPORT_NO,MCS_REPORT_I,MCS_REPORT_NO,HAZMAT_VIO_CAUSE_CRASH_I,MCS_VIO_CAUSE_CRASH_I,IDOT_PERMIT_NO,WIDE_LOAD_I,TRAILER1_WIDTH,TRAILER2_WIDTH,TRAILER1_LENGTH,TRAILER2_LENGTH,TOTAL_VEHICLE_LENGTH,AXLE_CNT,VEHICLE_CONFIG,CARGO_BODY_TYPE,LOAD_TYPE,HAZMAT_OUT_OF_SERVICE_I,MCS_OUT_OF_SERVICE_I,HAZMAT_CLASS
1551838,c94b700d779527460a7d7c4cd118dc87c6ee55367c2948bbb20bf57a823e0f216c50613a5cb4de2fafa21c2f1cb7b4eeb682bd722ccf01c815602c00839f05be,04/10/2023 12:42:00 PM,2,DRIVER,2,1475949,,CHRYSLER,TOWN & COUNTRY,IL,2010,UNKNOWN,VAN/MINI-VAN,PERSONAL,NE,ENTERING TRAFFIC LANE FROM PARKING,Y,,3,,PERSONAL,TO FAMILY MEMBERS HOUSE,,,,,,,,,Y,Y,Y,Y,Y,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551594,43ac303c700eb14c10dcafbd92ef05c45d737b8c45afca1b1bfd2b9b35d221d37bf8b700a52da7caa980d134b53df284612af1dd2b9fb5b3cb5d05adf860eba8,04/09/2023 09:32:00 PM,1,DRIVER,,1475705,,VOLKSWAGEN,OTHER (EXPLAIN IN NARRATIVE),IL,2007,UNKNOWN,PASSENGER,PERSONAL,E,TURNING LEFT,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551595,43ac303c700eb14c10dcafbd92ef05c45d737b8c45afca1b1bfd2b9b35d221d37bf8b700a52da7caa980d134b53df284612af1dd2b9fb5b3cb5d05adf860eba8,04/09/2023 09:32:00 PM,2,DRIVER,,1475708,,HONDA,OTHER (EXPLAIN IN NARRATIVE),IL,2020,UNKNOWN,MOTORCYCLE (OVER 150CC),PERSONAL,W,STRAIGHT AHEAD,Y,,1,,OWNER,HOME,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548607,fd7512814f9c25216fb7fbf1ddb700676e285530223478a3bf97df2a75b6a8784bb8802b41874a7200a9ee11643c73b090852c00c3aca17d9846d589dd2e0528,04/04/2023 06:37:00 PM,1,DRIVER,,1472824,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,PASSENGER,UNKNOWN/NA,N,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548608,fd7512814f9c25216fb7fbf1ddb700676e285530223478a3bf97df2a75b6a8784bb8802b41874a7200a9ee11643c73b090852c00c3aca17d9846d589dd2e0528,04/04/2023 06:37:00 PM,2,DRIVER,,1472826,,HONDA,ACCORD,IL,2010,NONE,PASSENGER,PERSONAL,N,SLOW/STOP IN TRAFFIC,,,1,,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546888,34c36971e2154197d129e9b26d3aebbccc3a88cae0fb5ec488c184633ca48962aa43d3a9c5fe1ad66e8222b66e37a1d1b700ca3617982ac7c5e2e50d48470002,04/01/2023 10:20:00 PM,1,DRIVER,2,1471160,,CADILLAC,OTHER (EXPLAIN IN NARRATIVE),IL,2016,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,S,UNKNOWN/NA,,,3,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546889,34c36971e2154197d129e9b26d3aebbccc3a88cae0fb5ec488c184633ca48962aa43d3a9c5fe1ad66e8222b66e37a1d1b700ca3617982ac7c5e2e50d48470002,04/01/2023 10:20:00 PM,2,DRIVER,1,1471163,,BMW,X3,IL,2006,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,2,,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544353,0715d29190ae04525412f635e2a6cce258cd62b34de8bc4a2b7005994bec3e9c79ace60e38ddc571667d3d46b0e23f0b9f8fbb0dcd8bd339e80b8d50e983f722,03/28/2023 06:50:00 PM,1,DRIVER,,1468717,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,PASSENGER,UNKNOWN/NA,E,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544354,0715d29190ae04525412f635e2a6cce258cd62b34de8bc4a2b7005994bec3e9c79ace60e38ddc571667d3d46b0e23f0b9f8fbb0dcd8bd339e80b8d50e983f722,03/28/2023 06:50:00 PM,2,DRIVER,2,1468715,,PONTIAC,G6,IL,2009,UNKNOWN,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,3,,,,,Y,Y,,,,,,,,,,Y,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541931,8260913d97358ecff16d3c011e8209f262800e88fb6577514169f59e6d10742f2af819cbc126ccd0dfe3d4b377ddb9ae091b700c225315fb4647dccfa86a736a,03/25/2023 04:50:00 AM,1,DRIVER,,1466355,,DODGE,CHARGER,IL,2015,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,Y,,1,,PRIVATE,,,Y,,,,,,,,,Y,Y,Y,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540072,57dc52db40b0234cd16d3f1c0ec01d79a725f427866865f6922ad693fdcdba3847ad8bc16834d18bb70011fdfc4b01b1909c8101e1da2294d3a62ae9e239d82e,03/22/2023 10:30:00 AM,1,DRIVER,,1464543,,MITSUBISHI,OUTLANDER,,,UNKNOWN,SPORT UTILITY VEHICLE (SUV),UNKNOWN/NA,S,TURNING RIGHT,,,1,,,,,,,,,,,,,,,,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540073,57dc52db40b0234cd16d3f1c0ec01d79a725f427866865f6922ad693fdcdba3847ad8bc16834d18bb70011fdfc4b01b1909c8101e1da2294d3a62ae9e239d82e,03/22/2023 10:30:00 AM,2,DRIVER,,1464547,,MITSUBISHI,OUTLANDER,IL,2015,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,SLOW/STOP IN TRAFFIC,,,1,,,,,,,,,,,,,,Y,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539497,36bc82a30b8e73c4edc900707a9a5dcc0790b86dbc8579776fa7badfe38710192d1c2b700de0fcd684e0d1025f63c9d04fed96e65f619d8e42aba5a902042575,03/21/2023 10:15:00 AM,1,DRIVER,,1463992,,FORD,EXPEDITION,IL,2004,UNKNOWN,PASSENGER,PERSONAL,N,UNKNOWN/NA,,,1,,,,,Y,,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539498,36bc82a30b8e73c4edc900707a9a5dcc0790b86dbc8579776fa7badfe38710192d1c2b700de0fcd684e0d1025f63c9d04fed96e65f619d8e42aba5a902042575,03/21/2023 10:15:00 AM,2,PARKED,,1463986,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,NONE,PASSENGER,PERSONAL,N,PARKED,,,0,,,,,Y,,,,,,,,,,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538204,51ef10af78a71cb2b7f1ff68670499322badc0e9138be1fa0234c0a4423d99764e658332039d76a1b37575afb61a073ac9e2eff8dfc879f9bb700d2aa8fdcf59,03/19/2023 02:21:00 AM,1,DRIVER,,1462755,,JEEP,JEEP,IL,2016,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,STRAIGHT AHEAD,Y,,1,,UNK,UNK,,,,,,,,,,,,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538205,51ef10af78a71cb2b7f1ff68670499322badc0e9138be1fa0234c0a4423d99764e658332039d76a1b37575afb61a073ac9e2eff8dfc879f9bb700d2aa8fdcf59,03/19/2023 02:21:00 AM,2,DRIVER,3,1462760,,TOYOTA,CAMRY,IL,2012,NONE,PASSENGER,RIDESHARE SERVICE,E,STRAIGHT AHEAD,Y,,4,,AAA,UKN,,,,,,,,Y,Y,Y,,,,,SIDE-LEFT-REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536846,3fbba37045bb2f29b4c4ff2c65731b34583f600b5f91f4e7fd72c93ca5cc65f6eb7007147a802168b2d310ca0a94720fc60849b32c8a4f9c1fcd233cca85af05,03/16/2023 03:18:00 PM,1,DRIVER,1,1461448,,CHEVROLET,IMPALA,IL,2017,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,2,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536847,3fbba37045bb2f29b4c4ff2c65731b34583f600b5f91f4e7fd72c93ca5cc65f6eb7007147a802168b2d310ca0a94720fc60849b32c8a4f9c1fcd233cca85af05,03/16/2023 03:18:00 PM,2,DRIVER,,1461451,,FORD,EDGE,IL,2013,UNKNOWN,SPORT UTILITY VEHICLE (SUV),UNKNOWN/NA,N,SLOW/STOP IN TRAFFIC,,,1,,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533921,1ede1c9ac5bce5447b700b1f69dede50082b18484de7049997b848346e54b525e05a72d0b6311f10ca115e070d11b214b60ab041fd9fb60f45f98dd63ae3f9c3,03/12/2023 03:30:00 PM,1,DRIVER,,1458639,,CHRYSLER,TOWN & COUNTRY,IL,2010,NONE,VAN/MINI-VAN,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533594,61df08621848ba1eaed6d620fed0bcc33bd45a24c412f88b4ef77968454fc86971269572b700268be546c0bfb8fe976837722970876f33200686ebc046230128,03/12/2023 01:00:00 AM,1,DRIVER,,1458317,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,PASSENGER,UNKNOWN/NA,S,UNKNOWN/NA,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533595,61df08621848ba1eaed6d620fed0bcc33bd45a24c412f88b4ef77968454fc86971269572b700268be546c0bfb8fe976837722970876f33200686ebc046230128,03/12/2023 01:00:00 AM,2,DRIVER,1,1458320,,CHEVROLET,IMPALA,IL,2012,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,Y,,2,,STREETS AND SANITATION,400 E LOWER WACKER,,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533076,9bde07dbb1a2e81db70258ed92103a94ff6ceabb5ff28f7f3e109753badb700a8329de4574beb4b809eb399a3bad25802de33181997286a95ef53753413b8e8d,03/10/2023 03:35:00 PM,1,DRIVER,,1457846,,JEEP,GLADIATOR,FL,2020,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533077,9bde07dbb1a2e81db70258ed92103a94ff6ceabb5ff28f7f3e109753badb700a8329de4574beb4b809eb399a3bad25802de33181997286a95ef53753413b8e8d,03/10/2023 03:35:00 PM,2,DRIVER,,1457855,,MERCEDES-BENZ,GLE,IL,2023,NONE,PASSENGER,PERSONAL,N,LEAVING TRAFFIC LANE TO PARK,,,1,,,,,,,,,,,Y,Y,,,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532752,3aa991b325c7455c69162dd028b44bb99ba2ab3d810a229abb8241f019af54daa0dd7634423cbb1d644e7b7006abeefcf2d74b779b8469675ce9962a7621a6b6,03/10/2023 03:15:00 PM,1,DRIVER,,1457515,,DODGE,OTHER (EXPLAIN IN NARRATIVE),IL,1998,UNKNOWN,PICKUP,UNKNOWN/NA,N,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532753,3aa991b325c7455c69162dd028b44bb99ba2ab3d810a229abb8241f019af54daa0dd7634423cbb1d644e7b7006abeefcf2d74b779b8469675ce9962a7621a6b6,03/10/2023 03:15:00 PM,2,DRIVER,,1457531,,FLEETWOOD ENTERPRISES,FLEETWOOD ENTERPRISES,,,UNKNOWN,OTHER,SCHOOL BUS,N,SLOW/STOP IN TRAFFIC,,,1,,,,,,,,,,,,,Y,Y,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532789,7ac2c2b03f6b9a445985c64633c18c36a8aa7da572a4498e0033b22bfdfa32a72c1e4f524e0336eff1f835112b700e874a5479c97911bfb31ad7fa3600fb3bbd,03/10/2023 02:30:00 PM,1,DRIVER,,1457549,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,N,UNKNOWN/NA,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532790,7ac2c2b03f6b9a445985c64633c18c36a8aa7da572a4498e0033b22bfdfa32a72c1e4f524e0336eff1f835112b700e874a5479c97911bfb31ad7fa3600fb3bbd,03/10/2023 02:30:00 PM,2,PARKED,,1457546,,TOYOTA,AVALON,IL,2015,NONE,PASSENGER,PERSONAL,N,PARKED,,,0,,,,,,,,,,,Y,Y,,,,,,REAR-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532276,cfb700863f54f8048430c24decbcc00ae9deefd49117dc02f0f1d069b5ba3b7a5da160f89ac27d9a93154a45dfab0fc8708ec07b33021fc0b690a0f50d54045b,03/09/2023 10:59:00 PM,1,DRIVER,,1457063,,GENERAL MOTORS CORPORATION (GMC),YUKON,IL,2008,UNKNOWN,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532277,cfb700863f54f8048430c24decbcc00ae9deefd49117dc02f0f1d069b5ba3b7a5da160f89ac27d9a93154a45dfab0fc8708ec07b33021fc0b690a0f50d54045b,03/09/2023 10:59:00 PM,2,DRIVER,,1457066,,CHEVROLET,IMPALA,IL,2008,UNKNOWN,PASSENGER,PERSONAL,E,STARTING IN TRAFFIC,Y,,1,,miracle towing,unk,,Y,,,,,,,,,Y,Y,Y,,SIDE-LEFT-FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531817,fce8d0340f36b1adeb11aa442579d60867d5931b4ebb700be36c59282f497bc65844268790c81f38bb8824404730348b7d2dec2917e6a0136215e7b7aed38465,03/08/2023 10:44:00 AM,1,DRIVER,1,1456616,,DODGE,OTHER (EXPLAIN IN NARRATIVE),IL,2010,UNKNOWN,SPORT UTILITY VEHICLE (SUV),UNKNOWN/NA,W,STRAIGHT AHEAD,,,2,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531818,fce8d0340f36b1adeb11aa442579d60867d5931b4ebb700be36c59282f497bc65844268790c81f38bb8824404730348b7d2dec2917e6a0136215e7b7aed38465,03/08/2023 10:44:00 AM,2,DRIVER,1,1456622,,CHEVROLET,CRUZE,IL,2016,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,Y,,2,,UNKNOWN,UNKNOWN,,Y,Y,Y,,,,,,,,Y,Y,,SIDE-RIGHT-FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526501,fb0ce7a6edbf0244bb8a2a6c03019d0b846986040ba10a5118aafa098b40dcbbdc349743ef9bc5e3d34e5db0f7eb3a97c70e3b700951ccce6a423922c85cb60e,02/28/2023 12:05:00 PM,1,DRIVER,,1451488,,HONDA,ACCORD,IL,2004,NONE,PASSENGER,PERSONAL,N,MERGING,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526502,fb0ce7a6edbf0244bb8a2a6c03019d0b846986040ba10a5118aafa098b40dcbbdc349743ef9bc5e3d34e5db0f7eb3a97c70e3b700951ccce6a423922c85cb60e,02/28/2023 12:05:00 PM,2,DRIVER,,1451491,,KIA,SELTOS,IL,2022,NONE,PASSENGER,PERSONAL,NW,STRAIGHT AHEAD,,,1,,,,,,,Y,Y,Y,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525954,219cdcf82f9a599f324ad91584c8078c56a59926146bef91c1991b7008193f71afc78b9c67cf19a8845742064a67fb5ffa1cb159a63b7080bc658d2caca4071d,02/27/2023 11:05:00 AM,1,DRIVER,,1451343,,NISSAN,ROGUE,IL,2016,UNKNOWN,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,Y,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525955,219cdcf82f9a599f324ad91584c8078c56a59926146bef91c1991b7008193f71afc78b9c67cf19a8845742064a67fb5ffa1cb159a63b7080bc658d2caca4071d,02/27/2023 11:05:00 AM,2,DRIVER,,1451358,,FORD,FUSION,IL,2012,UNKNOWN,PASSENGER,PERSONAL,SW,STRAIGHT AHEAD,,,1,,,,,,Y,Y,Y,,,,,,,,,,SIDE-RIGHT-FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525847,fdc018be0dc192320ab959b0d39f8f6e926dd0b1026e7b7007b7f7a797d60015d68c55232fcd2c8f00de7208e33f9e357db5d9c6baf9be926dee0284c6d89025,02/27/2023 11:00:00 AM,1,DRIVER,,1450850,,FORD,ESCAPE,IL,2009,NONE,PASSENGER,PERSONAL,W,ENTERING TRAFFIC LANE FROM PARKING,,,1,,,,,,,,,,,,,,N,,,Y,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525848,fdc018be0dc192320ab959b0d39f8f6e926dd0b1026e7b7007b7f7a797d60015d68c55232fcd2c8f00de7208e33f9e357db5d9c6baf9be926dee0284c6d89025,02/27/2023 11:00:00 AM,2,DRIVER,,1450856,,BUICK,OTHER (EXPLAIN IN NARRATIVE),IL,2007,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525885,bae5015ff0c7334e4b7009bc800899a04f880ddb045565c8fe1b72dec6055c9cd8493a365cdd33a01cbc7cac9da7ba49ba9787c0b894ef19522fb88766c0f81d,02/27/2023 10:07:00 AM,1,DRIVER,,1450892,,CHEVROLET,COBALT,IL,2007,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,N,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525886,bae5015ff0c7334e4b7009bc800899a04f880ddb045565c8fe1b72dec6055c9cd8493a365cdd33a01cbc7cac9da7ba49ba9787c0b894ef19522fb88766c0f81d,02/27/2023 10:07:00 AM,2,DRIVER,,1450899,,FREIGHTLINER CORPORATION,FREIGHTLINER CORP.,IL,2018,NONE,OTHER,TOW TRUCK,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524290,4b450a61963947484be74b6000ad32b2b189980146c81e39e93ba755e1719fa0380b18008d4ebe5aab39597d9cac1055b700353be96984564a19656e7b8f2f61,02/24/2023 11:50:00 PM,1,DRIVER,,1449346,,CHEVROLET,MALIBU,IL,2010,UNKNOWN,PASSENGER,PERSONAL,E,SKIDDING/CONTROL LOSS,Y,,1,,ORD AVIATION TOW (TT04),ORD RELOCATION LOT,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524291,4b450a61963947484be74b6000ad32b2b189980146c81e39e93ba755e1719fa0380b18008d4ebe5aab39597d9cac1055b700353be96984564a19656e7b8f2f61,02/24/2023 11:50:00 PM,2,DRIVER,,1449353,Y,VOLVO,TRUCK,IL,2019,UNKNOWN,TRACTOR W/O SEMI-TRAILER,UNKNOWN/NA,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,Y,Y,N,,,,SIDE-LEFT,16605,302326,,,SIDE OF TRUCK,,GEANTO'S TRUCKING CO.,IL,BENSENVILLE,,,,,,,,,,,,,,,,,,,TRUCK/TRACTOR,,,,,
1523784,671d0b5c9d1e248ee9ad2b0b01012331f189d3072c07ccf591d68a42b942fbb30cfdc5a8ecfdb700530ce2413ada88cfe7e3cf17680e60427c54cd8e36dd0ad7,02/24/2023 12:19:00 PM,1,DRIVER,,1448868,,FORD,FUSION,IL,,UNKNOWN,PASSENGER,PERSONAL,N,CHANGING LANES,,,1,,,,,,,,,,,Y,Y,,,,,,REAR-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523785,671d0b5c9d1e248ee9ad2b0b01012331f189d3072c07ccf591d68a42b942fbb30cfdc5a8ecfdb700530ce2413ada88cfe7e3cf17680e60427c54cd8e36dd0ad7,02/24/2023 12:19:00 PM,2,DRIVER,,1448883,,CHEVROLET,EQUINOX,IL,2019,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,Y,Y,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519778,4781585f9ef7f2231b3e246913c710d1c1c655217fbf4114e413fcb700375c7df1e15b2e31ec449859286cf3a42d0901da1be82215273cdc541c46920319207c,02/17/2023 04:50:00 PM,1,DRIVER,,1445010,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519779,4781585f9ef7f2231b3e246913c710d1c1c655217fbf4114e413fcb700375c7df1e15b2e31ec449859286cf3a42d0901da1be82215273cdc541c46920319207c,02/17/2023 04:50:00 PM,2,DRIVER,,1445015,,TOYOTA,COROLLA,IL,2003,UNKNOWN,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,Y,Y,Y,N,,,,SIDE-LEFT-REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519273,65d48c33ea3cc8b469b700e97ddd0faaa32991d511e4bae1bd21d0084b27964f0fe564c802f5a9533e44eaa78385d7ff39d570cc38e9add4eea89f8416d5cfd9,02/17/2023 08:47:00 AM,1,DRIVER,,1444506,,TOYOTA,COROLLA,IL,2004,UNKNOWN,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519274,65d48c33ea3cc8b469b700e97ddd0faaa32991d511e4bae1bd21d0084b27964f0fe564c802f5a9533e44eaa78385d7ff39d570cc38e9add4eea89f8416d5cfd9,02/17/2023 08:47:00 AM,2,DRIVER,,1444538,,FORD,EDGE,IL,2021,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518837,5178cd65f2b903ab6434aa0b0af110e719e87afbdf28cc5bfa65dcc277266ef91eac60b700653618174f3cacaaf4376b39dd067b42561853d7a0c0bfdeff4f8f,02/16/2023 05:20:00 PM,1,DRIVER,,1444095,,NISSAN,SENTRA,IL,2013,UNKNOWN,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518838,5178cd65f2b903ab6434aa0b0af110e719e87afbdf28cc5bfa65dcc277266ef91eac60b700653618174f3cacaaf4376b39dd067b42561853d7a0c0bfdeff4f8f,02/16/2023 05:20:00 PM,2,DRIVER,,1444098,,HONDA,ACCORD,IL,2007,UNKNOWN,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518874,c5b70043d0dd42d3b4be3ad07f1942223564c3116d85560a2e427ab9efa035de4ade5bc557a45c07ee4df968d955e14c234897277feabfd840f61a1972e15faa,02/16/2023 04:15:00 PM,1,DRIVER,1,1444114,,NISSAN,SENTRA,IL,2015,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,,,2,,,,,Y,Y,,Y,Y,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517120,e7783b036632827bd4c033b700b802f01f4efd8de3316ef65711e72a60393536a2a9c7f8c2ce1fdd896c5e1c5e46022442712c9c345fc243f557c5155246c36e,02/13/2023 03:46:00 AM,1,DRIVER,,1442457,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517121,e7783b036632827bd4c033b700b802f01f4efd8de3316ef65711e72a60393536a2a9c7f8c2ce1fdd896c5e1c5e46022442712c9c345fc243f557c5155246c36e,02/13/2023 03:46:00 AM,2,PARKED,,1442458,,CHRYSLER,PACIFICA,NY,2022,NONE,PASSENGER,PERSONAL,S,PARKED IN TRAFFIC LANE,,,0,,,,,,,,,,,,,Y,Y,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
